sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
NODE_421_length_2281_cov_3.306379,No,Yes,Consensus,N/A,N/A,N/A,0.613,0.0574886202812194,Both
k141_12811,Yes,No,Consensus,0.94,0.0671529620885849,Both,N/A,N/A,N/A
k141_78226,Yes,No,Consensus,0.853,4.3694635678548366e-05,Both,N/A,N/A,N/A
k141_91190,Yes,No,Consensus,0.687,1.5873605661909096e-05,Both,N/A,N/A,N/A
k141_150300,Yes,No,Consensus,0.973,0.0097390441223979,Both,N/A,N/A,N/A
k141_56605,Yes,No,Consensus,0.967,0.0003815824748016,Both,N/A,N/A,N/A
k141_148205,Yes,No,Consensus,0.993,0.6232331395149231,Both,N/A,N/A,N/A
k141_92200,Yes,No,Consensus,0.94,3.1902700481367674e-09,Both,N/A,N/A,N/A
k141_5332,Yes,No,Consensus,0.907,8.036336680561362e-07,Both,N/A,N/A,N/A
k141_145317,Yes,No,Consensus,0.613,0.6749092936515808,Both,N/A,N/A,N/A
k141_94194,Yes,No,Consensus,0.533,0.0063901171088218,Both,N/A,N/A,N/A
k141_1453,Yes,No,Consensus,0.52,0.0039628529921174,Both,N/A,N/A,N/A
k141_176300,Yes,No,Consensus,0.947,0.9959926605224608,Both,N/A,N/A,N/A
k141_76664,Yes,No,Consensus,0.96,1.8766608263831586e-05,Both,N/A,N/A,N/A
k141_27717,Yes,No,Consensus,0.58,8.152415489348641e-07,Both,N/A,N/A,N/A
k141_103250,Yes,No,Consensus,1.0,0.0016993276076391,Both,N/A,N/A,N/A
NODE_1170_length_1678_cov_10.825015,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0041645215824246,Both
NODE_3813_length_1213_cov_2.879965,No,Yes,Consensus,N/A,N/A,N/A,0.553,0.1614439487457275,Both
k141_76947,Yes,No,Consensus,0.773,0.3616973459720611,Both,N/A,N/A,N/A
k141_175051,Yes,No,Consensus,0.94,0.0010706257307901,Both,N/A,N/A,N/A
k141_178935,Yes,No,Consensus,1.0,7.686881872359663e-06,Both,N/A,N/A,N/A
k141_124116,Yes,No,Consensus,0.88,2.084471759644657e-07,Both,N/A,N/A,N/A
NODE_245_length_2672_cov_3.768819,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.1634755283594131,Both
k141_4590,Yes,No,Consensus,0.613,0.0981101617217063,Both,N/A,N/A,N/A
k141_73192,Yes,No,Consensus,0.967,0.5625512599945068,Both,N/A,N/A,N/A
k141_49959,Yes,No,Consensus,0.953,0.0001512284507043,Both,N/A,N/A,N/A
k141_99471,Yes,No,Consensus,0.847,0.219975084066391,Both,N/A,N/A,N/A
k141_126785,Yes,No,Consensus,0.527,0.1128379851579666,Both,N/A,N/A,N/A
k141_177162,Yes,No,Consensus,0.993,0.1757297962903976,Both,N/A,N/A,N/A
NODE_2829_length_1314_cov_2.148531,No,Yes,Consensus,N/A,N/A,N/A,0.66,0.0062378523871302,Both
k141_150591,Yes,No,Consensus,0.787,0.7420816421508789,Both,N/A,N/A,N/A
k141_180012,Yes,No,Consensus,0.96,0.1369842886924743,Both,N/A,N/A,N/A
NODE_857_length_1837_cov_1.977553,No,Yes,Consensus,N/A,N/A,N/A,0.92,0.5177040100097656,Both
k141_170587,Yes,No,Consensus,0.907,0.0001713000674499,Both,N/A,N/A,N/A
k141_22832,Yes,No,Consensus,0.607,0.0086867846548557,Both,N/A,N/A,N/A
k141_58083,Yes,No,Consensus,0.867,0.0536483339965343,Both,N/A,N/A,N/A
k141_20277,Yes,No,Consensus,0.64,0.1551271378993988,Both,N/A,N/A,N/A
k141_95151,Yes,No,Consensus,0.567,0.0731229931116104,Both,N/A,N/A,N/A
k141_95865,Yes,No,Consensus,0.68,9.00627055671066e-05,Both,N/A,N/A,N/A
k141_38734,Yes,No,Consensus,0.847,0.0146437743678689,Both,N/A,N/A,N/A
k141_82070,Yes,No,Consensus,0.74,0.038321815431118,Both,N/A,N/A,N/A
k141_7233,Yes,No,Consensus,1.0,0.9075103998184204,Both,N/A,N/A,N/A
k141_30753,Yes,No,Consensus,0.733,0.0437495671212673,Both,N/A,N/A,N/A
k141_132802,Yes,No,Consensus,0.7,0.154158353805542,Both,N/A,N/A,N/A
NODE_2969_length_1298_cov_2.176187,No,Yes,Consensus,N/A,N/A,N/A,0.527,1.2681889316468188e-08,Both
k141_134646,Yes,No,Consensus,0.513,1.940541551448405e-06,Both,N/A,N/A,N/A
k141_141372,Yes,No,Consensus,0.953,0.3799614012241363,Both,N/A,N/A,N/A
k141_171298,Yes,No,Consensus,0.987,0.3956248760223388,Both,N/A,N/A,N/A
NODE_4073_length_1193_cov_1.251318,No,Yes,Consensus,N/A,N/A,N/A,0.567,0.0263841040432453,Both
k141_51059,Yes,No,Consensus,0.533,0.5126587152481079,Both,N/A,N/A,N/A
k141_124052,Yes,No,Consensus,1.0,0.7258510589599609,Both,N/A,N/A,N/A
k141_91719,Yes,No,Consensus,1.0,0.0003984045179095,Both,N/A,N/A,N/A
k141_162764,Yes,No,Consensus,0.74,0.1563754826784134,Both,N/A,N/A,N/A
k141_79763,Yes,No,Consensus,0.907,1.4558774637407623e-05,Both,N/A,N/A,N/A
k141_59544,Yes,No,Consensus,0.84,0.135565385222435,Both,N/A,N/A,N/A
NODE_57_length_3898_cov_4.072860,No,Yes,Consensus,N/A,N/A,N/A,0.907,1.0,Both
k141_3899,Yes,No,Consensus,0.647,5.665910066454671e-06,Both,N/A,N/A,N/A
k141_173081,Yes,No,Consensus,0.807,0.0008252234547398,Both,N/A,N/A,N/A
k141_156439,Yes,No,Consensus,0.64,2.20913235621234e-11,Both,N/A,N/A,N/A
NODE_2162_length_1415_cov_3.052206,No,Yes,Consensus,N/A,N/A,N/A,0.7,0.000222002970986,Both
k141_44194,Yes,No,Consensus,0.94,0.0029768811073154,Both,N/A,N/A,N/A
k141_67614,Yes,No,Consensus,0.673,0.595707356929779,Both,N/A,N/A,N/A
k141_175267,Yes,No,Consensus,0.707,0.43761146068573,Both,N/A,N/A,N/A
k141_171723,Yes,No,Consensus,0.933,0.0090341623872518,Both,N/A,N/A,N/A
k141_105020,Yes,No,Consensus,0.94,0.0766569525003433,Both,N/A,N/A,N/A
k141_133836,Yes,No,Consensus,0.953,0.1019294038414955,Both,N/A,N/A,N/A
k141_64510,Yes,No,Consensus,0.713,3.267786814831197e-05,Both,N/A,N/A,N/A
k141_67007,Yes,No,Consensus,0.947,0.0003884187026415,Both,N/A,N/A,N/A
k141_174322,Yes,No,Consensus,0.547,9.79815195023548e-06,Both,N/A,N/A,N/A
NODE_3581_length_1232_cov_2.187766,No,Yes,Consensus,N/A,N/A,N/A,0.547,2.3612614086232497e-07,Both
k141_71004,Yes,No,Consensus,0.933,0.0092177409678697,Both,N/A,N/A,N/A
k141_72627,Yes,No,Consensus,0.987,0.0391230247914791,Both,N/A,N/A,N/A
k141_43102,Yes,No,Consensus,0.533,9.926965867634864e-05,Both,N/A,N/A,N/A
k141_94624,Yes,No,Consensus,0.833,3.855361541127422e-08,Both,N/A,N/A,N/A
k141_82646,Yes,No,Consensus,0.887,1.1245191444686498e-06,Both,N/A,N/A,N/A
NODE_4866_length_1137_cov_1.772643,No,Yes,Consensus,N/A,N/A,N/A,0.553,0.0009807870956137,Both
k141_101640,Yes,No,Consensus,0.54,0.0162412654608488,Both,N/A,N/A,N/A
k141_36672,Yes,No,Consensus,0.96,0.0547260232269763,Both,N/A,N/A,N/A
k141_1611,Yes,No,Consensus,0.967,0.0003053590189665,Both,N/A,N/A,N/A
k141_77253,Yes,No,Consensus,,0.0064994134008884,Both,N/A,N/A,N/A
k141_14713,Yes,No,Consensus,0.993,0.0579060539603233,Both,N/A,N/A,N/A
k141_36364,Yes,No,Consensus,0.667,0.0093578184023499,Both,N/A,N/A,N/A
k141_131404,Yes,No,Consensus,0.52,0.0004996889620088,Both,N/A,N/A,N/A
k141_48903,Yes,No,Consensus,0.947,0.2700371146202087,Both,N/A,N/A,N/A
k141_125977,Yes,No,Consensus,0.62,1.5693102568548056e-06,Both,N/A,N/A,N/A
k141_37019,Yes,No,Consensus,,0.0005146585172042,Both,N/A,N/A,N/A
k141_45576,Yes,No,Consensus,0.86,0.9377065300941468,Both,N/A,N/A,N/A
k141_103992,Yes,No,Consensus,0.84,0.1961181461811065,Both,N/A,N/A,N/A
k141_122651,Yes,No,Consensus,0.88,0.5585008263587952,Both,N/A,N/A,N/A
k141_3575,Yes,No,Consensus,0.753,0.9918274879455566,Both,N/A,N/A,N/A
k141_155927,Yes,No,Consensus,0.94,0.6312863826751709,Both,N/A,N/A,N/A
NODE_1268_length_1642_cov_3.340265,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.4418410658836365,Both
k141_20098,Yes,No,Consensus,0.847,0.0323558524250984,Both,N/A,N/A,N/A
k141_180438,Yes,No,Consensus,0.847,0.0872517451643943,Both,N/A,N/A,N/A
k141_64096,Yes,No,Consensus,1.0,0.9358205795288086,Both,N/A,N/A,N/A
k141_91111,Yes,No,Consensus,0.987,0.0001617283269297,Both,N/A,N/A,N/A
k141_124016,Yes,No,Consensus,0.547,1.739803821010355e-07,Both,N/A,N/A,N/A
k141_9183,Yes,No,Consensus,0.987,3.7523677747230977e-06,Both,N/A,N/A,N/A
NODE_837_length_1850_cov_2.660724,No,Yes,Consensus,N/A,N/A,N/A,0.78,0.7971376180648804,Both
k141_143850,Yes,No,Consensus,0.773,4.674895535572432e-06,Both,N/A,N/A,N/A
k141_99562,Yes,No,Consensus,0.947,0.182449996471405,Both,N/A,N/A,N/A
k141_8404,Yes,No,Consensus,0.987,0.0114369075745344,Both,N/A,N/A,N/A
k141_153820,Yes,No,Consensus,0.873,0.1802238076925277,Both,N/A,N/A,N/A
k141_98582,Yes,No,Consensus,0.947,0.0001112877143896,Both,N/A,N/A,N/A
NODE_3271_length_1264_cov_1.328371,No,Yes,Consensus,N/A,N/A,N/A,0.98,7.241222647280665e-06,Both
k141_87683,Yes,No,Consensus,,0.4251157343387604,Both,N/A,N/A,N/A
k141_101374,Yes,No,Consensus,0.987,0.2160101979970932,Both,N/A,N/A,N/A
k141_87452,Yes,No,Consensus,0.987,0.0336723737418651,Both,N/A,N/A,N/A
k141_26604,Yes,No,Consensus,0.56,0.8601737022399902,Both,N/A,N/A,N/A
k141_68939,Yes,No,Consensus,0.613,0.0953343734145164,Both,N/A,N/A,N/A
NODE_2731_length_1326_cov_1.973249,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.756131649017334,Both
k141_15894,Yes,No,Consensus,1.0,0.0102570941671729,Both,N/A,N/A,N/A
NODE_133_length_3199_cov_2.799936,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.0134931057691574,Both
k141_39714,Yes,No,Consensus,0.993,0.052294835448265,Both,N/A,N/A,N/A
k141_34916,Yes,No,Consensus,0.7,0.5877812504768372,Both,N/A,N/A,N/A
k141_106849,Yes,No,Consensus,0.58,0.0116600766777992,Both,N/A,N/A,N/A
k141_165550,Yes,No,Consensus,0.947,0.1043502762913703,Both,N/A,N/A,N/A
k141_31838,Yes,No,Consensus,0.98,0.2961631417274475,Both,N/A,N/A,N/A
k141_39433,Yes,No,Consensus,0.747,0.0869079306721687,Both,N/A,N/A,N/A
k141_37261,Yes,No,Consensus,0.733,0.0011917861411347,Both,N/A,N/A,N/A
k141_17571,Yes,No,Consensus,0.893,0.00179581833072,Both,N/A,N/A,N/A
k141_167223,Yes,No,Consensus,0.947,6.98622825439088e-05,Both,N/A,N/A,N/A
k141_153825,Yes,No,Consensus,0.84,0.44981449842453,Both,N/A,N/A,N/A
k141_3830,Yes,No,Consensus,0.867,0.0029414223972707,Both,N/A,N/A,N/A
k141_170097,Yes,No,Consensus,1.0,0.5001420378684998,Both,N/A,N/A,N/A
k141_176734,Yes,No,Consensus,0.813,0.0393758229911327,Both,N/A,N/A,N/A
k141_42529,Yes,No,Consensus,0.513,0.1477270275354385,Both,N/A,N/A,N/A
k141_119841,Yes,No,Consensus,0.947,0.0037666759453713,Both,N/A,N/A,N/A
k141_8797,Yes,No,Consensus,,0.0468797534704208,Both,N/A,N/A,N/A
k141_12774,Yes,No,Consensus,1.0,0.6762078404426575,Both,N/A,N/A,N/A
k141_180665,Yes,No,Consensus,0.54,0.000332919153152,Both,N/A,N/A,N/A
NODE_3414_length_1249_cov_1.664154,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0004711917717941,Both
NODE_1305_length_1627_cov_2.877226,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.0996981263160705,Both
k141_176158,Yes,No,Consensus,1.0,0.1650091856718063,Both,N/A,N/A,N/A
k141_25621,Yes,No,Consensus,0.647,0.0015818020328879,Both,N/A,N/A,N/A
k141_123876,Yes,No,Consensus,0.913,0.0430673882365226,Both,N/A,N/A,N/A
k141_173342,Yes,No,Consensus,,0.3601318597793579,Both,N/A,N/A,N/A
NODE_5589_length_1092_cov_3.345227,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.1062355488538742,Both
k141_13718,Yes,No,Consensus,1.0,0.539200484752655,Both,N/A,N/A,N/A
k141_72052,Yes,No,Consensus,0.947,0.0989022180438041,Both,N/A,N/A,N/A
k141_55969,Yes,No,Consensus,0.933,0.8207423686981201,Both,N/A,N/A,N/A
k141_47023,Yes,No,Consensus,0.993,0.0489019975066185,Both,N/A,N/A,N/A
k141_68181,Yes,No,Consensus,0.64,0.3550011813640594,Both,N/A,N/A,N/A
k141_111246,Yes,No,Consensus,0.76,0.2175377011299133,Both,N/A,N/A,N/A
k141_170068,Yes,No,Consensus,1.0,0.2906345725059509,Both,N/A,N/A,N/A
k141_46112,Yes,No,Consensus,0.947,0.0048987865447998,Both,N/A,N/A,N/A
NODE_5912_length_1076_cov_3.395690,No,Yes,Consensus,N/A,N/A,N/A,0.813,0.0619113445281982,Both
k141_7124,Yes,No,Consensus,0.64,0.5594459176063538,Both,N/A,N/A,N/A
k141_44454,Yes,No,Consensus,0.887,0.8033118844032288,Both,N/A,N/A,N/A
k141_82120,Yes,No,Consensus,,0.0008286983938887,Both,N/A,N/A,N/A
k141_50823,Yes,No,Consensus,0.64,0.3599549531936645,Both,N/A,N/A,N/A
k141_36952,Yes,No,Consensus,1.0,0.9993977546691896,Both,N/A,N/A,N/A
k141_103878,Yes,No,Consensus,0.913,0.0022286991588771,Both,N/A,N/A,N/A
k141_59704,Yes,No,Consensus,0.94,0.0131899444386363,Both,N/A,N/A,N/A
k141_89991,Yes,No,Consensus,0.847,0.001357129891403,Both,N/A,N/A,N/A
k141_16982,Yes,No,Consensus,1.0,0.0046457001008093,Both,N/A,N/A,N/A
k141_92747,Yes,No,Consensus,0.893,0.3730343878269195,Both,N/A,N/A,N/A
k141_68633,Yes,No,Consensus,0.793,0.0164619758725166,Both,N/A,N/A,N/A
NODE_3630_length_1228_cov_3.129582,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0852657109498977,Both
k141_41431,Yes,No,Consensus,0.96,0.766913890838623,Both,N/A,N/A,N/A
k141_146166,Yes,No,Consensus,0.967,0.0154203819110989,Both,N/A,N/A,N/A
k141_144989,Yes,No,Consensus,0.793,0.7625464200973511,Both,N/A,N/A,N/A
k141_21469,Yes,No,Consensus,0.793,0.0223195496946573,Both,N/A,N/A,N/A
k141_10823,Yes,No,Consensus,0.88,0.1324554532766342,Both,N/A,N/A,N/A
k141_116748,Yes,No,Consensus,0.527,0.7046767473220825,Both,N/A,N/A,N/A
k141_108688,Yes,No,Consensus,0.973,5.126655014464632e-05,Both,N/A,N/A,N/A
k141_121206,Yes,No,Consensus,0.713,0.0274075027555227,Both,N/A,N/A,N/A
k141_16183,Yes,No,Consensus,0.86,0.4462836682796478,Both,N/A,N/A,N/A
k141_138154,Yes,No,Consensus,0.967,0.0001127990180975,Both,N/A,N/A,N/A
NODE_520_length_2121_cov_2.014037,No,Yes,Consensus,N/A,N/A,N/A,0.833,0.4376989901065826,Both
NODE_1056_length_1730_cov_3.011343,No,Yes,Consensus,N/A,N/A,N/A,0.753,8.174613867595326e-06,Both
k141_38238,Yes,No,Consensus,0.82,0.0007504697423428,Both,N/A,N/A,N/A
k141_106004,Yes,No,Consensus,0.747,0.0112669756636023,Both,N/A,N/A,N/A
k141_120083,Yes,No,Consensus,0.993,6.791538908146322e-05,Both,N/A,N/A,N/A
k141_96419,Yes,No,Consensus,0.967,0.000219945286517,Both,N/A,N/A,N/A
k141_98635,Yes,No,Consensus,1.0,0.4963500797748565,Both,N/A,N/A,N/A
k141_44714,Yes,No,Consensus,0.787,8.106070708890911e-06,Both,N/A,N/A,N/A
k141_10972,Yes,No,Consensus,0.853,0.9429323673248292,Both,N/A,N/A,N/A
k141_127556,Yes,No,Consensus,0.52,4.163520372912899e-07,Both,N/A,N/A,N/A
k141_25462,Yes,No,Consensus,0.98,0.86725252866745,Both,N/A,N/A,N/A
k141_41646,Yes,No,Consensus,0.953,0.1284665167331695,Both,N/A,N/A,N/A
k141_104815,Yes,No,Consensus,0.587,1.232712293131044e-06,Both,N/A,N/A,N/A
k141_152189,Yes,No,Consensus,0.873,0.2575145661830902,Both,N/A,N/A,N/A
k141_20369,Yes,No,Consensus,0.973,0.0314625017344951,Both,N/A,N/A,N/A
k141_97972,Yes,No,Consensus,0.913,0.0016268324106931,Both,N/A,N/A,N/A
NODE_6548_length_1047_cov_1.793347,No,Yes,Consensus,N/A,N/A,N/A,0.893,1.894232627819292e-05,Both
k141_84734,Yes,No,Consensus,0.687,0.0376264192163944,Both,N/A,N/A,N/A
k141_91017,Yes,No,Consensus,0.853,0.1417460143566131,Both,N/A,N/A,N/A
k141_177942,Yes,No,Consensus,0.987,0.9977693557739258,Both,N/A,N/A,N/A
NODE_2242_length_1401_cov_8.503715,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0035745983477681,Both
k141_132427,Yes,No,Consensus,0.933,0.0032601389102637,Both,N/A,N/A,N/A
k141_100236,Yes,No,Consensus,0.58,0.1052696853876113,Both,N/A,N/A,N/A
k141_95614,Yes,No,Consensus,0.6,0.0511952154338359,Both,N/A,N/A,N/A
k141_67716,Yes,No,Consensus,0.827,9.146761840383988e-06,Both,N/A,N/A,N/A
k141_29419,Yes,No,Consensus,0.94,0.0001734574907459,Both,N/A,N/A,N/A
k141_113781,Yes,No,Consensus,0.987,0.4986846148967743,Both,N/A,N/A,N/A
k141_34546,Yes,No,Consensus,0.98,0.755089521408081,Both,N/A,N/A,N/A
k141_30918,Yes,No,Consensus,0.74,0.7627427577972412,Both,N/A,N/A,N/A
k141_169723,Yes,No,Consensus,0.993,0.3317314684391022,Both,N/A,N/A,N/A
k141_23845,Yes,No,Consensus,0.567,0.2074505537748336,Both,N/A,N/A,N/A
k141_139488,Yes,No,Consensus,,0.000209293939406,Both,N/A,N/A,N/A
k141_139424,Yes,No,Consensus,1.0,2.357690753740372e-08,Both,N/A,N/A,N/A
k141_54898,Yes,No,Consensus,0.713,4.969599103787914e-06,Both,N/A,N/A,N/A
k141_72025,Yes,No,Consensus,0.98,0.7138033509254456,Both,N/A,N/A,N/A
NODE_2142_length_1420_cov_1.674725,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0053300890140235,Both
k141_54152,Yes,No,Consensus,0.993,0.9970358610153198,Both,N/A,N/A,N/A
k141_168582,Yes,No,Consensus,0.813,0.4983751773834228,Both,N/A,N/A,N/A
k141_23703,Yes,No,Consensus,0.853,0.4839092195034027,Both,N/A,N/A,N/A
k141_5204,Yes,No,Consensus,0.927,0.0024955060798674,Both,N/A,N/A,N/A
k141_176327,Yes,No,Consensus,0.98,0.0176291801035404,Both,N/A,N/A,N/A
k141_4379,Yes,No,Consensus,0.84,1.0421320439490955e-05,Both,N/A,N/A,N/A
k141_99513,Yes,No,Consensus,0.927,0.5040968060493469,Both,N/A,N/A,N/A
k141_161935,Yes,No,Consensus,0.887,0.7739719748497009,Both,N/A,N/A,N/A
k141_54858,Yes,No,Consensus,0.907,0.1872685849666595,Both,N/A,N/A,N/A
NODE_2908_length_1305_cov_1.920000,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0529332607984542,Both
k141_103923,Yes,No,Consensus,0.747,0.5005624294281006,Both,N/A,N/A,N/A
NODE_1258_length_1647_cov_1.901382,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.2331210672855377,Both
k141_126102,Yes,No,Consensus,0.76,0.2601633071899414,Both,N/A,N/A,N/A
k141_99821,Yes,No,Consensus,0.88,0.3212895691394806,Both,N/A,N/A,N/A
k141_137178,Yes,No,Consensus,,2.1918398488196544e-05,Both,N/A,N/A,N/A
k141_75285,Yes,No,Consensus,0.5,0.065612256526947,Both,N/A,N/A,N/A
k141_99376,Yes,No,Consensus,0.953,0.0054286434315145,Both,N/A,N/A,N/A
NODE_3919_length_1204_cov_2.177546,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.0415225178003311,Both
k141_43244,Yes,No,Consensus,1.0,0.6210640668869019,Both,N/A,N/A,N/A
k141_61862,Yes,No,Consensus,0.6,0.263418972492218,Both,N/A,N/A,N/A
k141_51045,Yes,No,Consensus,0.533,8.817827620077878e-05,Both,N/A,N/A,N/A
k141_98872,Yes,No,Consensus,0.647,0.0043244869448244,Both,N/A,N/A,N/A
k141_165673,Yes,No,Consensus,0.98,0.404720664024353,Both,N/A,N/A,N/A
k141_90605,Yes,No,Consensus,0.993,0.9363989233970642,Both,N/A,N/A,N/A
k141_69151,Yes,No,Consensus,0.973,1.1898627638728954e-09,Both,N/A,N/A,N/A
k141_126882,Yes,No,Consensus,0.807,0.4268537163734436,Both,N/A,N/A,N/A
k141_144164,Yes,No,Consensus,1.0,0.3292663991451263,Both,N/A,N/A,N/A
k141_56128,Yes,No,Consensus,0.927,0.2336889505386352,Both,N/A,N/A,N/A
k141_96069,Yes,No,Consensus,0.98,0.1248104572296142,Both,N/A,N/A,N/A
k141_67373,Yes,No,Consensus,0.98,0.0493057519197464,Both,N/A,N/A,N/A
NODE_6077_length_1068_cov_1.394867,No,Yes,Consensus,N/A,N/A,N/A,0.98,2.454846253385768e-05,Both
NODE_5848_length_1079_cov_2.680664,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9998282194137572,Both
k141_5524,Yes,No,Consensus,0.773,0.4102763533592224,Both,N/A,N/A,N/A
k141_178726,Yes,No,Consensus,0.92,1.768681795510929e-05,Both,N/A,N/A,N/A
k141_40972,Yes,No,Consensus,0.627,0.0131282228976488,Both,N/A,N/A,N/A
k141_19841,Yes,No,Consensus,,0.2629821002483368,Both,N/A,N/A,N/A
NODE_4850_length_1138_cov_1.734995,No,Yes,Consensus,N/A,N/A,N/A,0.887,5.425884955911897e-05,Both
k141_59890,Yes,No,Consensus,1.0,1.3941894305702363e-09,Both,N/A,N/A,N/A
k141_96104,Yes,No,Consensus,0.567,0.0056070066057145,Both,N/A,N/A,N/A
k141_24676,Yes,No,Consensus,0.9,0.3338327407836914,Both,N/A,N/A,N/A
k141_39951,Yes,No,Consensus,0.76,2.16622402149369e-06,Both,N/A,N/A,N/A
k141_13917,Yes,No,Consensus,1.0,0.0880547314882278,Both,N/A,N/A,N/A
k141_34953,Yes,No,Consensus,0.793,0.5739097595214844,Both,N/A,N/A,N/A
k141_11877,Yes,No,Consensus,0.907,0.3984523117542267,Both,N/A,N/A,N/A
k141_10192,Yes,No,Consensus,0.927,0.0107079967856407,Both,N/A,N/A,N/A
k141_98979,Yes,No,Consensus,0.833,0.1519993543624878,Both,N/A,N/A,N/A
k141_46472,Yes,No,Consensus,0.833,0.2682949006557464,Both,N/A,N/A,N/A
NODE_2460_length_1364_cov_2.011459,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0493999235332012,Both
k141_140670,Yes,No,Consensus,0.913,0.125103548169136,Both,N/A,N/A,N/A
NODE_2708_length_1330_cov_2.379608,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9999619126319884,Both
k141_147453,Yes,No,Consensus,0.8,0.049730759114027,Both,N/A,N/A,N/A
k141_9420,Yes,No,Consensus,0.973,0.1626137644052505,Both,N/A,N/A,N/A
k141_88360,Yes,No,Consensus,0.773,0.1337997764348983,Both,N/A,N/A,N/A
k141_79732,Yes,No,Consensus,0.713,0.0002154110261471,Both,N/A,N/A,N/A
k141_148524,Yes,No,Consensus,0.867,0.4401813447475433,Both,N/A,N/A,N/A
k141_20831,Yes,No,Consensus,0.82,0.065341331064701,Both,N/A,N/A,N/A
NODE_359_length_2408_cov_3.586910,No,Yes,Consensus,N/A,N/A,N/A,0.947,0.2683396637439728,Both
k141_159194,Yes,No,Consensus,0.773,0.0212984476238489,Both,N/A,N/A,N/A
k141_117230,Yes,No,Consensus,0.673,0.0090983705595135,Both,N/A,N/A,N/A
k141_131879,Yes,No,Consensus,0.94,0.0223399717360734,Both,N/A,N/A,N/A
k141_175942,Yes,No,Consensus,0.693,0.0045992149971425,Both,N/A,N/A,N/A
k141_23658,Yes,No,Consensus,0.84,0.0075070629827678,Both,N/A,N/A,N/A
k141_138083,Yes,No,Consensus,0.813,0.019305732101202,Both,N/A,N/A,N/A
k141_133090,Yes,No,Consensus,0.567,7.607349772342786e-08,Both,N/A,N/A,N/A
k141_153599,Yes,No,Consensus,0.993,0.2722122967243194,Both,N/A,N/A,N/A
k141_24807,Yes,No,Consensus,1.0,0.0197511296719312,Both,N/A,N/A,N/A
k141_22775,Yes,No,Consensus,0.96,0.8456028699874878,Both,N/A,N/A,N/A
k141_92517,Yes,No,Consensus,0.967,0.0087611712515354,Both,N/A,N/A,N/A
k141_56610,Yes,No,Consensus,0.96,0.0001590135798323,Both,N/A,N/A,N/A
k141_128789,Yes,No,Consensus,0.993,0.52813321352005,Both,N/A,N/A,N/A
k141_154821,Yes,No,Consensus,0.633,4.268913471605629e-05,Both,N/A,N/A,N/A
k141_17793,Yes,No,Consensus,0.993,0.1728429198265075,Both,N/A,N/A,N/A
k141_39611,Yes,No,Consensus,0.607,0.0002767896512523,Both,N/A,N/A,N/A
k141_100190,Yes,No,Consensus,0.96,0.197347030043602,Both,N/A,N/A,N/A
k141_16159,Yes,No,Consensus,0.96,0.9827163219451904,Both,N/A,N/A,N/A
k141_157568,Yes,No,Consensus,0.793,6.143573409644887e-05,Both,N/A,N/A,N/A
k141_100530,Yes,No,Consensus,0.833,0.014607498422265,Both,N/A,N/A,N/A
k141_178088,Yes,No,Consensus,1.0,0.0164772346615791,Both,N/A,N/A,N/A
k141_131192,Yes,No,Consensus,0.98,0.1684097051620483,Both,N/A,N/A,N/A
k141_110171,Yes,No,Consensus,0.82,0.002470318460837,Both,N/A,N/A,N/A
k141_13342,Yes,No,Consensus,0.987,0.0374030694365501,Both,N/A,N/A,N/A
k141_174018,Yes,No,Consensus,0.987,0.0049712639302015,Both,N/A,N/A,N/A
k141_30488,Yes,No,Consensus,0.567,9.418534432370508e-07,Both,N/A,N/A,N/A
k141_128664,Yes,No,Consensus,0.98,0.0008499842952005,Both,N/A,N/A,N/A
k141_47561,Yes,No,Consensus,0.587,0.0004213616775814,Both,N/A,N/A,N/A
k141_125336,Yes,No,Consensus,0.953,0.7402883768081665,Both,N/A,N/A,N/A
k141_54232,Yes,No,Consensus,1.0,0.0387653820216655,Both,N/A,N/A,N/A
k141_58380,Yes,No,Consensus,0.973,0.0015335667412728,Both,N/A,N/A,N/A
k141_14568,Yes,No,Consensus,1.0,0.080149732530117,Both,N/A,N/A,N/A
k141_155641,Yes,No,Consensus,0.5,0.0986016541719436,Both,N/A,N/A,N/A
k141_138974,Yes,No,Consensus,0.953,0.0682259574532508,Both,N/A,N/A,N/A
