sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_39325,Yes,No,Consensus,0.993,9.012811460706873e-06,Both,N/A,N/A,N/A
k141_40797,Yes,No,Consensus,0.807,0.6042300462722778,Both,N/A,N/A,N/A
k141_115524,Yes,No,Consensus,0.987,0.4986846148967743,Both,N/A,N/A,N/A
NODE_2698_length_1332_cov_1.432263,No,Yes,Consensus,N/A,N/A,N/A,0.62,1.3690514322206584e-07,Both
NODE_758_length_1898_cov_3.709712,No,Yes,Consensus,N/A,N/A,N/A,0.747,0.0001009802363114,Both
k141_81739,Yes,No,Consensus,0.607,0.0004146720748394,Both,N/A,N/A,N/A
k141_133793,Yes,No,Consensus,0.593,2.628480388011667e-06,Both,N/A,N/A,N/A
k141_172477,Yes,No,Consensus,1.0,0.4037633538246155,Both,N/A,N/A,N/A
k141_19794,Yes,No,Consensus,,0.761449933052063,Both,N/A,N/A,N/A
k141_121048,Yes,No,Consensus,0.947,0.0037666759453713,Both,N/A,N/A,N/A
NODE_877_length_1827_cov_3.371896,No,Yes,Consensus,N/A,N/A,N/A,0.96,0.9650520086288452,Both
k141_95014,Yes,No,Consensus,0.86,0.4462836682796478,Both,N/A,N/A,N/A
k141_122069,Yes,No,Consensus,,9.523337212158369e-06,Both,N/A,N/A,N/A
k141_121847,Yes,No,Consensus,0.873,1.311625510425074e-06,Both,N/A,N/A,N/A
k141_116210,Yes,No,Consensus,0.987,0.9997957348823548,Both,N/A,N/A,N/A
k141_75384,Yes,No,Consensus,0.593,0.0132875330746173,Both,N/A,N/A,N/A
k141_163234,Yes,No,Consensus,,0.933775782585144,Both,N/A,N/A,N/A
k141_89548,Yes,No,Consensus,0.687,1.5873605661909096e-05,Both,N/A,N/A,N/A
k141_81151,Yes,No,Consensus,,0.0008286983938887,Both,N/A,N/A,N/A
k141_42461,Yes,No,Consensus,0.967,0.0044067376293241,Both,N/A,N/A,N/A
k141_40999,Yes,No,Consensus,0.76,2.16622402149369e-06,Both,N/A,N/A,N/A
k141_72177,Yes,No,Consensus,0.547,0.0398719795048236,Both,N/A,N/A,N/A
NODE_122_length_3246_cov_3.753996,No,Yes,Consensus,N/A,N/A,N/A,0.733,0.1499446332454681,Both
k141_7070,Yes,No,Consensus,0.64,0.5594459176063538,Both,N/A,N/A,N/A
k141_38014,Yes,No,Consensus,0.633,0.076621226966381,Both,N/A,N/A,N/A
k141_20569,Yes,No,Consensus,0.973,0.0314625017344951,Both,N/A,N/A,N/A
NODE_4713_length_1148_cov_1.370540,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.0016161785461008,Both
k141_41960,Yes,No,Consensus,1.0,0.9833883047103882,Both,N/A,N/A,N/A
NODE_5770_length_1083_cov_1.194553,No,Yes,Consensus,N/A,N/A,N/A,0.56,0.4667692482471466,Both
k141_153636,Yes,No,Consensus,0.633,4.268913471605629e-05,Both,N/A,N/A,N/A
k141_111561,Yes,No,Consensus,0.833,0.0002140139986295,Both,N/A,N/A,N/A
k141_174902,Yes,No,Consensus,0.72,0.9670812487602234,Both,N/A,N/A,N/A
k141_158981,Yes,No,Consensus,0.793,6.143573409644887e-05,Both,N/A,N/A,N/A
k141_68114,Yes,No,Consensus,0.973,0.0005693707498721,Both,N/A,N/A,N/A
k141_116490,Yes,No,Consensus,0.953,0.286873310804367,Both,N/A,N/A,N/A
k141_136392,Yes,No,Consensus,,0.0022859573364257,Both,N/A,N/A,N/A
k141_92196,Yes,No,Consensus,0.993,0.264691948890686,Both,N/A,N/A,N/A
NODE_3316_length_1259_cov_1.298173,No,Yes,Consensus,N/A,N/A,N/A,0.567,0.0001192600029753,Both
NODE_6937_length_1032_cov_1.686796,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0006002134177833,Both
k141_24403,Yes,No,Consensus,0.987,0.3053442239761352,Both,N/A,N/A,N/A
k141_154784,Yes,No,Consensus,0.647,0.0022965758107602,Both,N/A,N/A,N/A
k141_97989,Yes,No,Consensus,0.807,0.3031490743160248,Both,N/A,N/A,N/A
k141_41417,Yes,No,Consensus,0.607,0.0178111530840396,Both,N/A,N/A,N/A
k141_123966,Yes,No,Consensus,0.547,1.739803821010355e-07,Both,N/A,N/A,N/A
k141_86822,Yes,No,Consensus,0.727,0.0630152449011802,Both,N/A,N/A,N/A
k141_15730,Yes,No,Consensus,0.98,0.5007970333099365,Both,N/A,N/A,N/A
k141_167823,Yes,No,Consensus,0.953,0.0042273448780179,Both,N/A,N/A,N/A
NODE_4870_length_1137_cov_1.569316,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.2229282110929489,Both
k141_150861,Yes,No,Consensus,0.773,0.9837863445281982,Both,N/A,N/A,N/A
k141_26662,Yes,No,Consensus,0.993,0.0012531750835478,Both,N/A,N/A,N/A
k141_88524,Yes,No,Consensus,0.827,0.0322414338588714,Both,N/A,N/A,N/A
k141_47579,Yes,No,Consensus,0.94,2.036716750808409e-08,Both,N/A,N/A,N/A
k141_180051,Yes,No,Consensus,0.96,0.1369842886924743,Both,N/A,N/A,N/A
NODE_7573_length_1008_cov_1.238195,No,Yes,Consensus,N/A,N/A,N/A,0.653,3.7940717447781935e-06,Both
k141_71140,Yes,No,Consensus,0.947,0.0989022180438041,Both,N/A,N/A,N/A
k141_75305,Yes,No,Consensus,0.567,0.4178447127342224,Both,N/A,N/A,N/A
k141_90829,Yes,No,Consensus,0.96,7.089701682715457e-14,Both,N/A,N/A,N/A
k141_64850,Yes,No,Consensus,0.967,1.8343893316341564e-05,Both,N/A,N/A,N/A
k141_129738,Yes,No,Consensus,1.0,0.8591246008872986,Both,N/A,N/A,N/A
k141_74175,Yes,No,Consensus,0.993,0.0948820114135742,Both,N/A,N/A,N/A
k141_178563,Yes,No,Consensus,0.687,0.0361968129873275,Both,N/A,N/A,N/A
k141_125731,Yes,No,Consensus,0.533,6.625117384828627e-05,Both,N/A,N/A,N/A
k141_159690,Yes,No,Consensus,1.0,0.1168956011533737,Both,N/A,N/A,N/A
k141_56607,Yes,No,Consensus,0.867,0.0536483339965343,Both,N/A,N/A,N/A
k141_104397,Yes,No,Consensus,0.913,0.0022286991588771,Both,N/A,N/A,N/A
NODE_5456_length_1099_cov_1.512452,No,Yes,Consensus,N/A,N/A,N/A,0.507,0.1392670273780822,Both
k141_139431,Yes,No,Consensus,0.92,0.1765681654214859,Both,N/A,N/A,N/A
k141_136967,Yes,No,Consensus,0.52,0.9926409721374512,Both,N/A,N/A,N/A
NODE_4178_length_1184_cov_1.625332,No,Yes,Consensus,N/A,N/A,N/A,0.827,0.012385400943458,Both
NODE_6078_length_1068_cov_1.354393,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0087588094174861,Both
k141_171530,Yes,No,Consensus,1.0,0.5001420378684998,Both,N/A,N/A,N/A
k141_127845,Yes,No,Consensus,0.76,0.2601633071899414,Both,N/A,N/A,N/A
k141_56507,Yes,No,Consensus,0.647,0.1044891849160194,Both,N/A,N/A,N/A
k141_126923,Yes,No,Consensus,0.6,0.0014144504675641,Both,N/A,N/A,N/A
k141_51120,Yes,No,Consensus,0.933,0.0062405094504356,Both,N/A,N/A,N/A
k141_81811,Yes,No,Consensus,0.613,0.4331327080726623,Both,N/A,N/A,N/A
k141_29319,Yes,No,Consensus,0.96,0.0028633524198085,Both,N/A,N/A,N/A
k141_105382,Yes,No,Consensus,0.793,0.9293609857559204,Both,N/A,N/A,N/A
k141_91038,Yes,No,Consensus,0.987,0.4084933996200561,Both,N/A,N/A,N/A
k141_82406,Yes,No,Consensus,1.0,0.3275741934776306,Both,N/A,N/A,N/A
k141_176418,Yes,No,Consensus,0.693,0.0750833973288536,Both,N/A,N/A,N/A
NODE_6548_length_1047_cov_1.793347,No,Yes,Consensus,N/A,N/A,N/A,0.893,1.894232627819292e-05,Both
NODE_406_length_2312_cov_3.614976,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.8215659856796265,Both
k141_133262,Yes,No,Consensus,0.72,0.1148302555084228,Both,N/A,N/A,N/A
NODE_520_length_2121_cov_2.014037,No,Yes,Consensus,N/A,N/A,N/A,0.833,0.4376989901065826,Both
NODE_2782_length_1319_cov_2.150316,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.1586561352014541,Both
k141_55454,Yes,No,Consensus,1.0,0.0074436939321458,Both,N/A,N/A,N/A
k141_9656,Yes,No,Consensus,0.96,0.0003082619514316,Both,N/A,N/A,N/A
k141_135659,Yes,No,Consensus,0.92,0.274796187877655,Both,N/A,N/A,N/A
k141_32419,Yes,No,Consensus,0.993,0.5362242460250854,Both,N/A,N/A,N/A
k141_94086,Yes,No,Consensus,,0.7603371143341064,Both,N/A,N/A,N/A
k141_5313,Yes,No,Consensus,0.7,0.5448687076568604,Both,N/A,N/A,N/A
NODE_823_length_1856_cov_5.521377,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.5925092697143555,Both
k141_134106,Yes,No,Consensus,0.62,0.154556855559349,Both,N/A,N/A,N/A
k141_111935,Yes,No,Consensus,0.987,8.51623198627749e-08,Both,N/A,N/A,N/A
k141_102084,Yes,No,Consensus,1.0,0.0016993276076391,Both,N/A,N/A,N/A
k141_117581,Yes,No,Consensus,0.627,0.3277068138122558,Both,N/A,N/A,N/A
k141_67525,Yes,No,Consensus,0.64,0.3550011813640594,Both,N/A,N/A,N/A
k141_61789,Yes,No,Consensus,0.673,1.866022500962572e-07,Both,N/A,N/A,N/A
k141_172860,Yes,No,Consensus,0.953,0.3495104610919952,Both,N/A,N/A,N/A
k141_42009,Yes,No,Consensus,0.88,0.0005054819630458,Both,N/A,N/A,N/A
k141_6835,Yes,No,Consensus,0.6,0.5014508366584778,Both,N/A,N/A,N/A
k141_137935,Yes,No,Consensus,0.593,0.0032493933103978,Both,N/A,N/A,N/A
k141_54387,Yes,No,Consensus,0.933,0.8207423686981201,Both,N/A,N/A,N/A
k141_14009,Yes,No,Consensus,1.0,0.539200484752655,Both,N/A,N/A,N/A
k141_148664,Yes,No,Consensus,0.96,0.3642284274101257,Both,N/A,N/A,N/A
k141_149204,Yes,No,Consensus,1.0,4.102976163267158e-05,Both,N/A,N/A,N/A
k141_174350,Yes,No,Consensus,0.753,0.0037172306329011,Both,N/A,N/A,N/A
k141_92091,Yes,No,Consensus,0.987,0.0001617283269297,Both,N/A,N/A,N/A
k141_160848,Yes,No,Consensus,0.62,3.1178137760434765e-07,Both,N/A,N/A,N/A
k141_150589,Yes,No,Consensus,0.627,0.0668371170759201,Both,N/A,N/A,N/A
k141_52987,Yes,No,Consensus,0.627,0.0288968887180089,Both,N/A,N/A,N/A
k141_9998,Yes,No,Consensus,0.927,0.0107079967856407,Both,N/A,N/A,N/A
k141_103685,Yes,No,Consensus,1.0,0.0044187591411173,Both,N/A,N/A,N/A
NODE_5584_length_1093_cov_1.033719,No,Yes,Consensus,N/A,N/A,N/A,0.68,0.0001106589261326,Both
k141_21457,Yes,No,Consensus,0.587,0.997783660888672,Both,N/A,N/A,N/A
k141_19230,Yes,No,Consensus,0.56,0.0027381116524338,Both,N/A,N/A,N/A
k141_93259,Yes,No,Consensus,0.527,0.0013319611316546,Both,N/A,N/A,N/A
NODE_2687_length_1333_cov_2.097809,No,Yes,Consensus,N/A,N/A,N/A,0.933,0.058191105723381,Both
k141_155515,Yes,No,Consensus,0.547,0.0003678588545881,Both,N/A,N/A,N/A
k141_83886,Yes,No,Consensus,0.933,0.0014584937598556,Both,N/A,N/A,N/A
k141_129656,Yes,No,Consensus,0.613,0.0007167403819039,Both,N/A,N/A,N/A
k141_142269,Yes,No,Consensus,0.927,2.967456058655671e-09,Both,N/A,N/A,N/A
k141_166422,Yes,No,Consensus,,0.0661576613783836,Both,N/A,N/A,N/A
k141_89330,Yes,No,Consensus,0.52,4.943774911225773e-05,Both,N/A,N/A,N/A
k141_108318,Yes,No,Consensus,,0.2457932829856872,Both,N/A,N/A,N/A
k141_130536,Yes,No,Consensus,0.767,0.0161105282604694,Both,N/A,N/A,N/A
k141_11160,Yes,No,Consensus,0.853,0.9429323673248292,Both,N/A,N/A,N/A
k141_176962,Yes,No,Consensus,0.813,0.0393758229911327,Both,N/A,N/A,N/A
k141_91998,Yes,No,Consensus,0.74,0.0043614255264401,Both,N/A,N/A,N/A
k141_64743,Yes,No,Consensus,0.807,0.1584598869085312,Both,N/A,N/A,N/A
k141_97819,Yes,No,Consensus,0.98,2.966003442850252e-08,Both,N/A,N/A,N/A
k141_109435,Yes,No,Consensus,0.967,7.527389971073717e-05,Both,N/A,N/A,N/A
k141_92293,Yes,No,Consensus,0.993,0.9363989233970642,Both,N/A,N/A,N/A
k141_115692,Yes,No,Consensus,0.987,0.0023411738220602,Both,N/A,N/A,N/A
k141_140250,Yes,No,Consensus,0.953,0.0682259574532508,Both,N/A,N/A,N/A
k141_88255,Yes,No,Consensus,0.747,0.0006459820433519,Both,N/A,N/A,N/A
NODE_930_length_1800_cov_1.631519,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.1916153281927108,Both
k141_58879,Yes,No,Consensus,0.84,0.135565385222435,Both,N/A,N/A,N/A
k141_152270,Yes,No,Consensus,,0.0001694076781859,Both,N/A,N/A,N/A
k141_124065,Yes,No,Consensus,0.973,0.1418932974338531,Both,N/A,N/A,N/A
k141_154659,Yes,No,Consensus,0.867,0.0006417161785066,Both,N/A,N/A,N/A
k141_154984,Yes,No,Consensus,0.953,0.0005801983061246,Both,N/A,N/A,N/A
k141_171637,Yes,No,Consensus,0.933,0.0090341623872518,Both,N/A,N/A,N/A
k141_42064,Yes,No,Consensus,0.973,0.0006377912359312,Both,N/A,N/A,N/A
NODE_4850_length_1138_cov_1.734995,No,Yes,Consensus,N/A,N/A,N/A,0.887,5.425884955911897e-05,Both
NODE_210_length_2788_cov_2.079766,No,Yes,Consensus,N/A,N/A,N/A,0.573,0.0002022169792326,Both
k141_26410,Yes,No,Consensus,0.867,0.019236410036683,Both,N/A,N/A,N/A
k141_177523,Yes,No,Consensus,1.0,0.0164772346615791,Both,N/A,N/A,N/A
k141_72207,Yes,No,Consensus,0.7,0.0001474681484978,Both,N/A,N/A,N/A
k141_78680,Yes,No,Consensus,,0.028140926733613,Both,N/A,N/A,N/A
k141_47275,Yes,No,Consensus,0.967,0.0667222812771797,Both,N/A,N/A,N/A
k141_146568,Yes,No,Consensus,,0.0071984310634434,Both,N/A,N/A,N/A
k141_85925,Yes,No,Consensus,0.713,0.2930103540420532,Both,N/A,N/A,N/A
k141_38132,Yes,No,Consensus,0.793,0.0066395252943038,Both,N/A,N/A,N/A
k141_12918,Yes,No,Consensus,1.0,0.6762078404426575,Both,N/A,N/A,N/A
k141_116055,Yes,No,Consensus,0.527,0.7046767473220825,Both,N/A,N/A,N/A
NODE_3356_length_1255_cov_1.310000,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.006033781915903,Both
k141_146036,Yes,No,Consensus,0.82,0.8767002820968628,Both,N/A,N/A,N/A
k141_4235,Yes,No,Consensus,0.973,0.0287616550922393,Both,N/A,N/A,N/A
k141_55152,Yes,No,Consensus,1.0,0.5510005950927734,Both,N/A,N/A,N/A
k141_152109,Yes,No,Consensus,0.827,0.1203188300132751,Both,N/A,N/A,N/A
k141_140749,Yes,No,Consensus,0.54,0.0170192029327154,Both,N/A,N/A,N/A
k141_118749,Yes,No,Consensus,0.833,0.0136806331574916,Both,N/A,N/A,N/A
k141_60071,Yes,No,Consensus,0.953,0.1354319155216217,Both,N/A,N/A,N/A
k141_167912,Yes,No,Consensus,0.913,0.0332486480474472,Both,N/A,N/A,N/A
k141_166711,Yes,No,Consensus,,0.5467303991317749,Both,N/A,N/A,N/A
k141_91304,Yes,No,Consensus,0.547,3.116860534646548e-05,Both,N/A,N/A,N/A
NODE_4277_length_1178_cov_1.243099,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0030765878036618,Both
k141_141607,Yes,No,Consensus,0.867,0.3351545929908752,Both,N/A,N/A,N/A
NODE_1361_length_1607_cov_1.571521,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.0004473250301089,Both
k141_150158,Yes,No,Consensus,0.873,0.2575145661830902,Both,N/A,N/A,N/A
k141_5455,Yes,No,Consensus,0.907,8.036336680561362e-07,Both,N/A,N/A,N/A
k141_71554,Yes,No,Consensus,0.94,0.9683784246444702,Both,N/A,N/A,N/A
k141_124964,Yes,No,Consensus,0.507,0.8350036144256592,Both,N/A,N/A,N/A
k141_147910,Yes,No,Consensus,0.867,0.4401813447475433,Both,N/A,N/A,N/A
NODE_245_length_2672_cov_3.768819,No,Yes,Consensus,N/A,N/A,N/A,0.907,0.1634755283594131,Both
k141_117467,Yes,No,Consensus,0.88,0.0010771857341751,Both,N/A,N/A,N/A
k141_61486,Yes,No,Consensus,0.793,0.0049249334260821,Both,N/A,N/A,N/A
k141_16978,Yes,No,Consensus,0.54,8.56185124575859e-06,Both,N/A,N/A,N/A
NODE_2242_length_1401_cov_8.503715,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.0035745983477681,Both
k141_57252,Yes,No,Consensus,0.993,0.5541595220565796,Both,N/A,N/A,N/A
k141_47136,Yes,No,Consensus,0.953,0.0003250386507716,Both,N/A,N/A,N/A
k141_120931,Yes,No,Consensus,0.88,0.5585008263587952,Both,N/A,N/A,N/A
k141_172502,Yes,No,Consensus,0.507,0.0106856785714626,Both,N/A,N/A,N/A
k141_158092,Yes,No,Consensus,0.747,0.732502818107605,Both,N/A,N/A,N/A
k141_138437,Yes,No,Consensus,0.927,0.0001516521151643,Both,N/A,N/A,N/A
NODE_1946_length_1458_cov_2.116180,No,Yes,Consensus,N/A,N/A,N/A,0.547,0.3659594655036926,Both
k141_139339,Yes,No,Consensus,0.747,5.179954678169452e-05,Both,N/A,N/A,N/A
k141_138828,Yes,No,Consensus,0.58,0.0816469863057136,Both,N/A,N/A,N/A
k141_157489,Yes,No,Consensus,0.82,0.0666150152683258,Both,N/A,N/A,N/A
NODE_3630_length_1228_cov_3.129582,No,Yes,Consensus,N/A,N/A,N/A,0.94,0.0852657109498977,Both
k141_176774,Yes,No,Consensus,1.0,0.1650091856718063,Both,N/A,N/A,N/A
NODE_837_length_1850_cov_2.660724,No,Yes,Consensus,N/A,N/A,N/A,0.78,0.7971376180648804,Both
k141_19862,Yes,No,Consensus,0.753,6.004010356264189e-05,Both,N/A,N/A,N/A
k141_65299,Yes,No,Consensus,0.713,0.1532229781150818,Both,N/A,N/A,N/A
NODE_705_length_1941_cov_3.234889,No,Yes,Consensus,N/A,N/A,N/A,0.507,0.7129908800125122,Both
k141_80121,Yes,No,Consensus,0.687,0.074820689857006,Both,N/A,N/A,N/A
k141_177451,Yes,No,Consensus,0.98,0.0176291801035404,Both,N/A,N/A,N/A
k141_139602,Yes,No,Consensus,,0.0015409869374707,Both,N/A,N/A,N/A
k141_86319,Yes,No,Consensus,0.76,0.033192079514265,Both,N/A,N/A,N/A
k141_165588,Yes,No,Consensus,0.947,0.1043502762913703,Both,N/A,N/A,N/A
k141_82126,Yes,No,Consensus,0.533,3.7736638205387854e-06,Both,N/A,N/A,N/A
k141_79604,Yes,No,Consensus,0.68,0.2105869203805923,Both,N/A,N/A,N/A
k141_139378,Yes,No,Consensus,0.913,0.0002646234643179,Both,N/A,N/A,N/A
k141_85623,Yes,No,Consensus,0.673,0.017807625234127,Both,N/A,N/A,N/A
k141_23889,Yes,No,Consensus,0.713,0.0012286796700209,Both,N/A,N/A,N/A
NODE_22_length_4601_cov_5.459745,No,Yes,Consensus,N/A,N/A,N/A,0.92,0.0002773896267171,Both
k141_95183,Yes,No,Consensus,0.68,9.00627055671066e-05,Both,N/A,N/A,N/A
k141_144223,Yes,No,Consensus,0.74,0.000114261485578,Both,N/A,N/A,N/A
k141_3686,Yes,No,Consensus,0.953,0.9977545142173768,Both,N/A,N/A,N/A
k141_102220,Yes,No,Consensus,0.993,0.9990519285202026,Both,N/A,N/A,N/A
k141_91132,Yes,No,Consensus,0.673,0.0156232733279466,Both,N/A,N/A,N/A
NODE_1305_length_1627_cov_2.877226,No,Yes,Consensus,N/A,N/A,N/A,0.9,0.0996981263160705,Both
k141_63072,Yes,No,Consensus,0.993,0.0695149600505828,Both,N/A,N/A,N/A
k141_37716,Yes,No,Consensus,0.82,0.0007504697423428,Both,N/A,N/A,N/A
k141_91878,Yes,No,Consensus,0.913,0.2106374949216842,Both,N/A,N/A,N/A
k141_95407,Yes,No,Consensus,,0.1084106042981147,Both,N/A,N/A,N/A
k141_124031,Yes,No,Consensus,0.807,0.168397307395935,Both,N/A,N/A,N/A
k141_74137,Yes,No,Consensus,0.993,0.9142813682556152,Both,N/A,N/A,N/A
k141_122812,Yes,No,Consensus,0.507,0.1187687963247299,Both,N/A,N/A,N/A
k141_145216,Yes,No,Consensus,0.753,0.9318687915802002,Both,N/A,N/A,N/A
k141_60709,Yes,No,Consensus,0.6,0.263418972492218,Both,N/A,N/A,N/A
k141_69754,Yes,No,Consensus,0.8,0.3835030794143677,Both,N/A,N/A,N/A
k141_61328,Yes,No,Consensus,0.853,0.1122385263442993,Both,N/A,N/A,N/A
k141_88131,Yes,No,Consensus,0.867,9.772838893695734e-07,Both,N/A,N/A,N/A
k141_71506,Yes,No,Consensus,0.987,0.0391230247914791,Both,N/A,N/A,N/A
k141_51214,Yes,No,Consensus,0.993,0.6086467504501343,Both,N/A,N/A,N/A
k141_14096,Yes,No,Consensus,0.853,0.472889244556427,Both,N/A,N/A,N/A
k141_87928,Yes,No,Consensus,0.507,0.0032426903489977,Both,N/A,N/A,N/A
k141_31390,Yes,No,Consensus,0.733,1.5109023365766916e-08,Both,N/A,N/A,N/A
k141_6421,Yes,No,Consensus,0.713,0.0013859457103535,Both,N/A,N/A,N/A
k141_43142,Yes,No,Consensus,0.84,0.9568124413490297,Both,N/A,N/A,N/A
k141_100350,Yes,No,Consensus,0.76,0.5178163051605225,Both,N/A,N/A,N/A
k141_7090,Yes,No,Consensus,0.74,0.0061594927683472,Both,N/A,N/A,N/A
k141_53655,Yes,No,Consensus,0.947,0.0101679330691695,Both,N/A,N/A,N/A
k141_1231,Yes,No,Consensus,0.993,0.9474252462387084,Both,N/A,N/A,N/A
k141_171458,Yes,No,Consensus,0.987,0.0242665968835353,Both,N/A,N/A,N/A
k141_67858,Yes,No,Consensus,0.973,1.1898627638728954e-09,Both,N/A,N/A,N/A
k141_78946,Yes,No,Consensus,1.0,0.162427544593811,Both,N/A,N/A,N/A
k141_127179,Yes,No,Consensus,0.807,0.4268537163734436,Both,N/A,N/A,N/A
NODE_4125_length_1188_cov_1.843778,No,Yes,Consensus,N/A,N/A,N/A,0.973,0.0426098406314849,Both
k141_161754,Yes,No,Consensus,0.68,0.4194571673870086,Both,N/A,N/A,N/A
k141_120704,Yes,No,Consensus,0.9,0.4022464752197265,Both,N/A,N/A,N/A
k141_158233,Yes,No,Consensus,0.787,0.2232435643672943,Both,N/A,N/A,N/A
k141_65529,Yes,No,Consensus,0.86,0.20558962225914,Both,N/A,N/A,N/A
NODE_2709_length_1330_cov_1.556863,No,Yes,Consensus,N/A,N/A,N/A,0.593,1.2534609084013937e-07,Both
k141_147864,Yes,No,Consensus,0.827,0.097188800573349,Both,N/A,N/A,N/A
k141_153299,Yes,No,Consensus,0.6,0.0819177702069282,Both,N/A,N/A,N/A
NODE_2088_length_1429_cov_1.813683,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0071224891580641,Both
k141_140538,Yes,No,Consensus,0.847,0.0311756264418363,Both,N/A,N/A,N/A
k141_31334,Yes,No,Consensus,0.98,0.1496253013610839,Both,N/A,N/A,N/A
k141_144737,Yes,No,Consensus,0.847,0.0194090157747268,Both,N/A,N/A,N/A
k141_93195,Yes,No,Consensus,0.667,1.259263626707252e-05,Both,N/A,N/A,N/A
k141_44500,Yes,No,Consensus,1.0,0.5011211633682251,Both,N/A,N/A,N/A
k141_5679,Yes,No,Consensus,0.767,2.584353933343664e-05,Both,N/A,N/A,N/A
k141_25346,Yes,No,Consensus,0.98,0.0017315797740593,Both,N/A,N/A,N/A
k141_138896,Yes,No,Consensus,0.613,0.0009244555840268,Both,N/A,N/A,N/A
k141_17811,Yes,No,Consensus,0.893,0.00179581833072,Both,N/A,N/A,N/A
NODE_725_length_1925_cov_2.355615,No,Yes,Consensus,N/A,N/A,N/A,0.573,0.0129339080303907,Both
k141_46232,Yes,No,Consensus,0.993,0.0489019975066185,Both,N/A,N/A,N/A
k141_99208,Yes,No,Consensus,0.693,0.053998664021492,Both,N/A,N/A,N/A
NODE_5159_length_1117_cov_3.936911,No,Yes,Consensus,N/A,N/A,N/A,0.8,0.4944002330303192,Both
k141_7877,Yes,No,Consensus,0.607,0.0019469298422336,Both,N/A,N/A,N/A
k141_55684,Yes,No,Consensus,0.6,0.0680162608623504,Both,N/A,N/A,N/A
k141_129547,Yes,No,Consensus,0.52,0.8245885372161865,Both,N/A,N/A,N/A
k141_91988,Yes,No,Consensus,0.853,0.1417460143566131,Both,N/A,N/A,N/A
k141_173823,Yes,No,Consensus,0.98,0.0271813832223415,Both,N/A,N/A,N/A
NODE_4470_length_1164_cov_2.339946,No,Yes,Consensus,N/A,N/A,N/A,,0.2320659011602401,Both
k141_4240,Yes,No,Consensus,,0.4917950928211212,Both,N/A,N/A,N/A
k141_99230,Yes,No,Consensus,0.613,0.3911241590976715,Both,N/A,N/A,N/A
k141_180381,Yes,No,Consensus,0.707,0.0039591179229319,Both,N/A,N/A,N/A
k141_130387,Yes,No,Consensus,0.9,0.1545109748840332,Both,N/A,N/A,N/A
k141_53543,Yes,No,Consensus,0.987,0.0139806717634201,Both,N/A,N/A,N/A
k141_102349,Yes,No,Consensus,0.993,0.0038624959997832,Both,N/A,N/A,N/A
k141_177733,Yes,No,Consensus,0.993,0.1757297962903976,Both,N/A,N/A,N/A
k141_29227,Yes,No,Consensus,0.84,0.0050985622219741,Both,N/A,N/A,N/A
k141_6108,Yes,No,Consensus,0.507,0.1797607988119125,Both,N/A,N/A,N/A
k141_120601,Yes,No,Consensus,0.66,0.0057962774299085,Both,N/A,N/A,N/A
k141_179227,Yes,No,Consensus,0.587,0.0757460743188858,Both,N/A,N/A,N/A
k141_132147,Yes,No,Consensus,0.52,0.0004996889620088,Both,N/A,N/A,N/A
k141_61329,Yes,No,Consensus,,0.0005530914058908,Both,N/A,N/A,N/A
NODE_5795_length_1082_cov_1.383642,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.000320121704135,Both
k141_130809,Yes,No,Consensus,0.58,0.4135413467884063,Both,N/A,N/A,N/A
k141_93871,Yes,No,Consensus,0.893,0.3730343878269195,Both,N/A,N/A,N/A
k141_14161,Yes,No,Consensus,1.0,0.0511943846940994,Both,N/A,N/A,N/A
k141_30931,Yes,No,Consensus,0.98,0.2961631417274475,Both,N/A,N/A,N/A
k141_178350,Yes,No,Consensus,0.887,0.0018833812791854,Both,N/A,N/A,N/A
k141_26431,Yes,No,Consensus,0.913,8.196609269361943e-05,Both,N/A,N/A,N/A
k141_4664,Yes,No,Consensus,0.547,1.4256328313422273e-06,Both,N/A,N/A,N/A
k141_8504,Yes,No,Consensus,0.72,0.0094242449849843,Both,N/A,N/A,N/A
k141_105358,Yes,No,Consensus,0.913,0.0082684084773063,Both,N/A,N/A,N/A
NODE_1295_length_1630_cov_1.762540,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0001707059418549,Both
NODE_4771_length_1144_cov_1.549128,No,Yes,Consensus,N/A,N/A,N/A,0.873,0.0153280673548579,Both
k141_125695,Yes,No,Consensus,0.507,0.053533524274826,Both,N/A,N/A,N/A
